,name,summary,image,origin,publication_types,founded,parent_comp,hq,website,AuthorConnections,BookConnections,id
354,Que Publishing,"Orion Publishing Group Ltd. is a UK-based book publisher. It was founded in 1991 and acquired Weidenfeld & Nicolson the following year. The group has published numerous bestselling books by notable authors including Ian Rankin, Michael Connelly, Nemir Kirdar and Quentin Tarantino.  [1]
",https://upload.wikimedia.org/wikipedia/en/thumb/3/35/Pearson_logo.svg/220px-Pearson_logo.svg.png,United Kingdom,Textbooks,1844; 177 years ago (1844),Pearson plc,London,pearsoned.com,,,354
355,Quebecor,"Orion Publishing Group Ltd. is a UK-based book publisher. It was founded in 1991 and acquired Weidenfeld & Nicolson the following year. The group has published numerous bestselling books by notable authors including Ian Rankin, Michael Connelly, Nemir Kirdar and Quentin Tarantino.  [1]
",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Quebecor_logo.svg/200px-Quebecor_logo.svg.png,Unknown,Unknown,[1],Unkown,Unknown,Not available,,,355
356,Quirk Books,"
",-1,United States,Books,2002,Unkown,Philadelphia,www.quirkbooks.com,,,356
357,Reed Publishing,"
",-1,New Zealand,Unknown,1907,Penguin Group,Unknown,Not available,,,357
358,Riverhead Books,"
",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Riverhead_Books_logo.png/220px-Riverhead_Books_logo.png,United States,Books,1994,Penguin Group,New York City,www.riverheadbooks.com,,,358
359,Robson Books,"Palgrave Macmillan is a British academic and trade publishing company headquartered in the London Borough of Camden. Its programme includes textbooks, journals, monographs, professional and reference works in print and online.  It maintains offices in London, New York, Shanghai, Melbourne, Sydney, Hong Kong, Delhi, and Johannesburg.
",-1,Unknown,Books,2005,Unkown,London,www.pavilionbooks.com,,,359
360,Rodopi,"Pan Books is a publishing imprint that first became active in the 1940s and is now part of the British-based Macmillan Publishers, owned by the Georg von Holtzbrinck Publishing Group of Germany.
",-1,Netherlands,book series and journals,1966,Brill,Amsterdam,www.rodopi.nl/default.asp,,,360
361,Routledge Kegan Paul,"Pan Books is a publishing imprint that first became active in the 1940s and is now part of the British-based Macmillan Publishers, owned by the Georg von Holtzbrinck Publishing Group of Germany.
",https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Routledge_logo.svg/150px-Routledge_logo.svg.png,United Kingdom,academic journals,1851; 170 years ago (1851),Taylor & Francis,Milton Park,routledge.com,,,361
362,Rowman & Littlefield,"Parachute Press is a division of Parachute Publishing, a packager of book series for children and teenagers. The four women listed as the company's principals are all themselves authors of children's books (among others), and Jane Stine[1] is married to R. L. Stine. The press first gained notice with the 1989 publication of R. L. Stine's Fear Street series, followed in 1992 by the release of the first of Stine's Goosebumps series.
",https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Rowman_Littlefield_Logo.png/220px-Rowman_Littlefield_Logo.png,United States,Unknown,1949,Unkown,"Lanham, Maryland",rowman.com,,,362
363,Royal Society of Chemistry,"Parragon Books Ltd, a United Kingdom publishing company, was formed in 1988 by friends Guy Parr and Paul Anderson. In 2001, it became part of D. C. Thomson & Co.
",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/RSC-brand-guidelines-2019_tcm18-246471.svg/250px-RSC-brand-guidelines-2019_tcm18-246471.svg.png,Unknown,Unknown,Unknown,Unkown,Unknown,Not available,,,363
364,S&P Global,"The Pathfinder tendency is the unofficial name of a group of historically Trotskyist organizations that cooperate politically and organizationally with the Socialist Workers Party of the United States and support its solidarity with the Cuban Revolution and the Communist Party of Cuba.
",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/S%26P_Global_logo.svg/220px-S%26P_Global_logo.svg.png,Unknown,Unknown,1917; 104 years ago (1917),Unkown,Unknown,Not available,,,364
365,SAGE Publishing,"The Paulist Fathers, officially known as the Missionary Society of Saint Paul the Apostle (Latin: Societas Sacerdotum Missionariorum a Sancto Paulo Apostolo; abbreviation: CSP), is a society of apostolic life of the Catholic Church founded in New York City in 1858 by Servant of God Isaac Thomas Hecker in collaboration with George Deshon, Augustine Hewit, and Francis A. Baker.
",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/SAGE_Publishing_logo.svg/220px-SAGE_Publishing_logo.svg.png,United States,"Academic books, journals, reference and library products",1965 (1965),Unkown,"Thousand Oaks, California",sagepub.com,,,365
366,St. Martin's Press,"Pavilion Books Holdings Ltd is an English publishing company based in London.
",https://upload.wikimedia.org/wikipedia/en/9/90/St_martins_press_logo.png,United States,Unknown,1952; 69 years ago (1952),Macmillan Publishers,Equitable Building,stmartins.com,,,366
367,Salt Publishing,"Pecan Grove Press publishes primarily poetry books and chapbooks.  Though sponsored by the Department of English and The Academic Library of St. Mary's University in San Antonio, Texas,[1] the press is self-supporting.[2]  Founded in 1988 by St. Mary's faculty member, Karen Navarte, Pecan Grove Press has served poets for more than 20 years.  It receives approximately 300 manuscripts for consideration yearly[3] and has produced more than 110 books.[2]  Although the press's scope includes poets from across the state of Texas and as far away as Canada, it remains true to its roots by continuing to publish at least one San Antonio poet each year.[2]
",-1,United Kingdom,Books,1999,Unkown,Cromer,www.saltpublishing.com,,,367
368,Sams Publishing,"
",-1,United States,Unknown,1940,Pearson Education,"Carmel, Indiana",www.informit.com/sams,,,368
369,Schocken Books,"
",https://upload.wikimedia.org/wikipedia/en/5/58/Schocken_Books_logo.png,United States,Books,1931,Random House,New York City,schocken.knopfdoubleday.com,,,369
370,Scholastic Corporation,"
",https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Scholastic_logo.svg/220px-Scholastic_logo.svg.png,Unknown,Unknown,Wilkinsburg,Unkown,Unknown,Not available,,,370
371,Seagull Books,"
",-1,India,Books,1982,Unkown,Kolkata,www.seagullbooks.org,,,371
372,Serif,"
",-1,United Kingdom,Books,1992; 29 years ago (1992),OR Books,London,www.serifbooks.co.uk,,,372
373,Shambhala Publications,"Peter Lang is an academic publisher specializing in the humanities and social sciences. It has its headquarters in Pieterlen and Bern, Switzerland, with offices in Brussels, Frankfurt am Main, New York City, Dublin, Oxford, Vienna, and Warsaw.[4][5]
",https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Shambhala_Publications_logo.gif/93px-Shambhala_Publications_logo.gif,United States,Unknown,1969,Unkown,Boulder,www.shambhala.com,,,373
374,Shire Books,"Peter Owen Publishers is a family-run London-based independent publisher based in London, England. It was founded in 1951.[2]
",-1,United Kingdom,Books,1962 (1962),Bloomsbury Publishing,London,www.bloomsbury.com/uk/non-fiction/history/heritage/,,,374
375,Sidgwick & Jackson,"Phaidon Press is a global publisher of books on art, architecture, design, fashion, photography, and popular culture, as well as cookbooks, children's books, and travel books. The company is based in London and New York City, with additional offices in Paris and Berlin. With over 1,500 titles in print, Phaidon books are sold in over 100 countries and are printed in English, French, Spanish, German, Italian, Mandarin, and dozens of other languages. Since the publisher's founding in Vienna in 1923, Phaidon has sold more than 42 million books worldwide.
",-1,United Kingdom,Books,1908,Pan Macmillan,London,http://www.panmacmillan.com,,,375
376,Signet Books,"The Philosophy Documentation Center (PDC) is a non-profit publisher and resource center that provides access to scholarly materials in applied ethics, classics, philosophy, religious studies, and related disciplines. It publishes academic journals, conference proceedings, anthologies, and online research databases, often in cooperation with scholarly and professional associations. It also provides membership management and electronic publishing services, and hosts electronic journals, series, and other publications from several countries.
",https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/New_American_Library_-_logo.png/180px-New_American_Library_-_logo.png,United States,Unknown,1948,Berkley Books,New York City,www.penguin.com,,,376
377,Sinclair-Stevenson,"
",-1,United Kingdom,books,1989,Unkown,Unknown,Not available,,,377
378,Sounds True,"
",-1,Unknown,Unknown,1985,Unkown,Unknown,Not available,,,378
379,Sourcebooks,"Point Blank is an imprint of Wildside Press, founded in early 2004 by J. T. Lindroos and John Gregory Betancourt. Allan Guthrie and Kathleen Martin have worked with the company from its beginning in various editorial roles. Point Blank publishes mostly hard boiled crime fiction, both original novels and classic reprints. Its inaugural publication was Two-Way Split, the first novel by Allan Guthrie,  followed by novels and short story collections from James Reasoner, James Sallis, Gary Phillips, O'Neil De Noux, Ed Lynskey, and many others. 
",-1,United States,Books,1987,Unkown,Naperville,www.sourcebooks.com,,,379
380,South End Press,"Wildside Press is an independent publishing company in Cabin John, Maryland, United States. It was founded in 1989 by John Betancourt and Kim Betancourt. While the press was originally conceived as a publisher of speculative fiction in both trade and limited editions, its focus has broadened since then, both in content and format.
",https://upload.wikimedia.org/wikipedia/en/thumb/7/73/South_End_Press.png/250px-South_End_Press.png,United States,Books,1977,Unkown,Boston,www.southendpress.org (dead link),,,380
381,Spinsters Ink,"Poisoned Pen Press is a publisher of mystery fiction based in Scottsdale, Arizona, US. Poisoned Pen Press typically publishes thirty-six new hardcover mysteries per year, thirty-six new large type editions of those hardcovers, and between thirty and forty new trade paperback editions of previously published hardcovers. Audio books of new titles are produced by Blackstone Audio. 
",https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/Spinsters_Ink_logo.png/100px-Spinsters_Ink_logo.png,Unknown,Unknown,1978,Unkown,Unknown,Not available,,,381
382,Square One Publishers,"Polity is an academic publisher in the social sciences and humanities.[1] It was established in 1984 and has editorial[citation needed] offices in Cambridge (UK), Oxford (UK), and Boston (US).[1] It specializes in the areas of sociology, media, politics, and social theory.
",https://upload.wikimedia.org/wikipedia/en/d/d2/Square_One_Publishers_logo.gif,United States,Books,2000,Unkown,"Garden City Park, NY",www.squareonepublishers.com,,,382
383,Stanford University Press,"Practical Action (previously known as the Intermediate Technology Development Group, ITDG) is a development charity registered in the United Kingdom[1] which works directly in four regions of the developing world – Latin America, East Africa, Southern Africa and South Asia, with particular concentration on Peru, Bolivia, Kenya, Sudan, Zimbabwe, Bangladesh and Nepal.
",https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Stanford_University_Press_logo.svg/220px-Stanford_University_Press_logo.svg.png,United States,Books,1892,Unkown,"Redwood City, California",sup.org,,,383
384,The Stationery Office,"J. Q. Preble was a small publisher which was based in New York City. They published several children's books from 1851 to 1865.[1]  Many of these books have detailed wood engravings.  The publisher often did not put publication dates or author names in the books.
",https://upload.wikimedia.org/wikipedia/en/8/84/TSO_logo.png,Unknown,Unknown,1996,Unkown,Unknown,Not available,,,384
385,Steidl,"
",https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Steidl_Logo.jpg/220px-Steidl_Logo.jpg,Germany,"Books, Photobooks",1968,Unkown,Göttingen,steidl.de,,,385
386,Stein and Day,"Prime Books is an independent publishing house, specializing in a mix of literary/commercial anthologies, collections, novels, and previously two magazines: Fantasy Magazine and Lightspeed Magazine (both sold November 2011).
",-1,United States,Books,1962,Unkown,New York City,Not available,,,386
387,Summit Media,"Princeton University Press is an independent publisher with close connections to Princeton University. Its mission is to disseminate scholarship within academia and society at large.
",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Summit_Media_logo.svg/180px-Summit_Media_logo.svg.png,Unknown,Unknown,Mandaluyong,Unkown,Unknown,Not available,,,387
388,SUNY Press,"Profile Books is a British independent book publishing firm founded in 1996. It publishes non-fiction subjects including history, biography, memoir, politics, current affairs, travel and popular science.
",https://upload.wikimedia.org/wikipedia/en/thumb/9/94/State_University_of_New_York_seal.svg/150px-State_University_of_New_York_seal.svg.png,Unknown,Unknown,Unknown,Unkown,Unknown,Not available,,,388
389,T&T Clark,"Progress Publishers was a Moscow-based Soviet publisher founded in 1931.
",-1,United Kingdom,Academic journals,Edinburgh,Bloomsbury Publishing,London,www.bloomsbury.com,,,389
390,Tachyon Publications,"Prometheus Books is a publishing company founded in August 1969 by the philosopher Paul Kurtz (who was also the founder of the Council for Secular Humanism, Center for Inquiry, and co-founder of the Committee for Skeptical Inquiry).[1][2] The publisher's name was derived from Prometheus, the Titan from Greek mythology who stole fire from Zeus and gave it to man. This act is often used as a metaphor for bringing knowledge or enlightenment.[3][4]
",https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Tachyon_logo.jpg/120px-Tachyon_logo.jpg,United States,Unknown,1995,Unkown,San Francisco,www.tachyonpublications.com,,,390
391,Target Books,"Puffin Books is a longstanding children's imprint of the British publishers Penguin Books. Since the 1960s, it has been among the largest publishers of children's books in the UK and much of the English-speaking world.[1] The imprint now belongs to Penguin Random House, a subsidiary of the German media conglomerate Bertelsmann.
",https://upload.wikimedia.org/wikipedia/en/1/11/Target_books.png,United Kingdom,Unknown,1973,Universal-Tandem Publishing Co Ltd,Unknown,Not available,,,391
392,Tarpaulin Sky Press,"
",-1,United States,"Books, literary journals",2006,Unkown,"Grafton, Vermont",tarpaulinsky.com,,,392
393,Tartarus Press,"Purple House Press is a publishing house based in Cynthiana, Kentucky. Founded in 2000 by former software engineer Jill Morgan, it specializes in bringing out-of-print children's books back into print.[1]
",-1,United Kingdom,"Books, journals",1990,Unkown,Leyburn,www.tartaruspress.com,,,393
394,Taunton Press,"Pushkin Press is a British-based publishing house dedicated to publishing novels, essays, memoirs and children's books.[3] The London-based company was founded in 1997 and is notable for publishing authors such as Stefan Zweig, Marcel Aymé, Antal Szerb, Paul Morand and Yasushi Inoue, as well as award-winning contemporary writers, including Andrés Neuman, Edith Pearlman, Ayelet Gundar-Goshen, Eka Kurniawan and Ryu Murakami.
",https://upload.wikimedia.org/wikipedia/en/thumb/3/33/TheTauntonPressLogo.png/225px-TheTauntonPressLogo.png,United States,Magazines,1975,Unkown,Newtown,www.taunton.com,,,394
395,Ten Speed Press,"
",https://upload.wikimedia.org/wikipedia/en/5/5e/Ten_Speed_Press_logo.png,United States,Books,1971,Crown Publishing Group,Unknown,crownpublishing.com/archives/imprint/ten-speed-press,,,395
396,Thames & Hudson USA,"Quirk Books is an American independent book publisher based in Philadelphia.
",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Thames_and_Hudson_logo.svg/100px-Thames_and_Hudson_logo.svg.png,United Kingdom,Books,1949,Unkown,High Holborn,www.thamesandhudson.com,,,396
397,Thieme Medical Publishers,"
",https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/Thieme_logo.png/250px-Thieme_logo.png,Germany,Books,1886 (1886),Unkown,Stuttgart,www.thieme.com,,,397
398,Third World Press,"Red Circle Authors is a British publishing house based in London that specialises in Japanese fiction.[1][2][3]
",-1,United States,Books,1967,Unkown,Chicago,thirdworldpressfoundation.org,,,398
399,Ticonderoga Publications,"Reed Publishing (NZ) Ltd (formerly A. H. Reed Ltd and A. H. and A. W. Reed Ltd) was one of the leading publishers in New Zealand.[1] It was founded by Alfred Hamish Reed and his wife Isabel in 1907. Reed's nephew Alexander Wyclif Reed joined the firm in 1925. It was a New Zealand literature specialist and general titles publisher, releasing over 100 titles a year including a number of significant New Zealand authors such as Barry Crump, Janet Frame and Witi Ihimaera.
",https://upload.wikimedia.org/wikipedia/commons/8/87/TP-Logo-Black-web-100px.jpg,Australia,Unknown,1996,Unkown,"Greenwood, Western Australia",http://ticonderogapublications.com,,,399
400,Time Inc.,"
",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Time_Inc._logo.svg/220px-Time_Inc._logo.svg.png,Unknown,Unknown,spin-off,Unkown,Unknown,Not available,,,400
401,Times Books,"Remington & Co was a UK-based publishing company founded in the 19th century and characterised by a number of books published about life in Australia.
",-1,United States,Unknown,19592000 (relaunch),Henry Holt,New York City,Not available,,,401
402,Titan Books,"Riverhead Books is an imprint of Penguin Group (USA) founded in 1994 by Susan Petersen Kennedy.
",-1,UK,Books,1981,Titan Entertainment Group,Bankside,titanbooks.com,,,402
403,Top Shelf Productions,"
",https://upload.wikimedia.org/wikipedia/en/4/47/Topshelf_logo.png,United States,Comics,1997,IDW Publishing,Marietta,www.topshelfcomix.com,,,403
404,Tor Books,"Pavilion Books Holdings Ltd is an English publishing company based in London.
",https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Tor_Books_2016.svg/200px-Tor_Books_2016.svg.png,United States,E-books,"April 2, 1980; 41 years ago (1980-04-02)",Macmillan,Equitable Building,us.macmillan.com/torforge,,,404
405,Triangle Books,"Rock Scorpion Books was an independent publishing forum run from the United Kingdom. It was formed in 2006 and specialised in publishing fiction and non-fiction which raised awareness about the British overseas territory of Gibraltar. Rock Scorpion books ceased to exist in 2013. Several of their former titles are currently published by Createspace International. 
",https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/SPCK_Logo_from_2018_Onwards.png/200px-SPCK_Logo_from_2018_Onwards.png,Unknown,Unknown,Unknown,Unkown,Unknown,Not available,,,405
406,Tupelo Press,"
",-1,United States,Books,1999,Unkown,"North Adams, Massachusetts",www.tupelopress.org,,,406
407,Tuttle Publishing,"
",-1,United States of America,Books,1948,Periplus Publishing Group,"North Clarendon, Vermont",tuttlepublishing.com,,,407
408,Two Dollar Radio,"Taylor & Francis Group is an international company originating in England that publishes books and academic journals. It is a division of Informa plc, a United Kingdom–based publisher and conference company.[6]
",-1,United States,Unknown,2005,Unkown,"Columbus, Ohio",www.twodollarradio.com,,,408
409,United States Government Publishing Office,"Rowman & Littlefield Publishing Group is an independent publishing house founded in 1949. Under several imprints, the company offers scholarly books for the academic market, as well as trade books. The company also owns the book distributing company National Book Network based in Lanham, Maryland.
",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Seal_of_the_United_States_Government_Printing_Office.svg/100px-Seal_of_the_United_States_Government_Printing_Office.svg.png,Unknown,Unknown,Unknown,Unkown,Unknown,Not available,,,409
410,Universal Publishers (United States),"The Royal Society of Chemistry (RSC) is a learned society (professional association) in the United Kingdom with the goal of ""advancing the chemical sciences"". It was formed in 1980 from the amalgamation of the Chemical Society, the Royal Institute of Chemistry, the Faraday Society, and the Society for Analytical Chemistry with a new Royal Charter and the dual role of learned society and professional body. At its inception, the Society had a combined membership of 34,000 in the UK and a further 8,000 abroad.[3] The headquarters of the Society are at Burlington House, Piccadilly, London. It also has offices in Thomas Graham House in Cambridge (named after Thomas Graham, the first president of the Chemical Society) where RSC Publishing is based. The Society has offices in the United States at the University City Science Center, Philadelphia, in both Beijing and Shanghai, China and Bangalore, India.[4]
",https://upload.wikimedia.org/wikipedia/en/thumb/3/3f/Universal-Publishers-BrownWalkerPress-DissertationCom-Logos2015a.jpg/220px-Universal-Publishers-BrownWalkerPress-DissertationCom-Logos2015a.jpg,United States,Books,1999,Unkown,"Irvine, California",www.universal-publishers.com,,,410
411,University of Akron Press,"S&P Global Inc. (prior to April 2016 McGraw Hill Financial, Inc., and prior to 2013 McGraw–Hill Companies) is an American publicly traded corporation headquartered in Manhattan, New York City. Its primary areas of business are financial information and analytics. It is the parent company of S&P Global Ratings, S&P Global Market Intelligence, and S&P Global Platts, CRISIL, and is the majority owner of the S&P Dow Jones Indices joint venture. ""S&P"" is a shortening of ""Standard and Poor's"".
",-1,United States,Books,1988,University of Akron,"Akron, Ohio",www.uakron.edu/uapress/,,,411
412,University of Alabama Press,"SAGE Publishing, formerly SAGE Publications, is an American independent publishing company founded in 1965 in New York by Sara Miller McCune and now based in Newbury Park, California. 
",-1,United States,"Books, Journals",1945; 76 years ago (1945),University of Alabama,"Tuscaloosa, Alabama",www.uapress.ua.edu,,,412
413,University of Alaska Press,"
",https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/University_of_Alaska_Press.jpg/220px-University_of_Alaska_Press.jpg,United States,Books,1967,University of Alaska,"College, Alaska",www.alaska.edu/uapress/,,,413
414,University of British Columbia Press,"Salt Publishing is an independent publisher whose origins date back to 1990 when poet John Kinsella launched Salt Magazine in Western Australia.  The journal rapidly developed an international reputation as a leading publisher of new poetry and poetics[citation needed].  Over the next decade, Kinsella, together with Tracy Ryan, went on to develop Folio(Salt), publishing and co-publishing books and chapbooks focused on a pluralist vision of contemporary poetry which extended across national boundaries and a wide range of poetic practices.[citation needed]
",https://upload.wikimedia.org/wikipedia/en/thumb/9/93/UBC_Press_logo.png/220px-UBC_Press_logo.png,Canada,Books,1971,University of British Columbia,Vancouver,www.ubcpress.ca,,,414
415,University of California Press,"Sams Publishing is dedicated to the publishing of technical training manuals and is an imprint of Pearson plc, the global publishing and education company.
",https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/UCPRESS_LOGO.png/220px-UCPRESS_LOGO.png,United States,Books,1893,University of California,"Berkeley, California",www.ucpress.edu,,,415
416,University of Chicago Press,"Samuel French (1821–1898) was an American entrepreneur who, together with British actor, playwright and theatrical manager Thomas Hailes Lacy, pioneered in the field of theatrical publishing and the licensing of plays.[1]
",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/University_of_Chicago_Press_logo.jpg/220px-University_of_Chicago_Press_logo.jpg,United States,Books,[1],University of Chicago,Chicago,press.uchicago.edu,117,"418,423,424,425,429,430",416
417,University of Michigan Press,"Schocken Books is an offspring of the Schocken Verlag, a publishing company that was established in Berlin  in 1931 with a second office in Prague by the Schocken Department Store owner Salman Schocken. It published the writings of Martin Buber, Franz Rosenzweig, Franz Kafka and S. Y. Agnon, among others.
",https://upload.wikimedia.org/wikipedia/en/8/88/UMPress-logo.png,United States,"Books, digital media",[1],University of Michigan,"Ann Arbor, Michigan",press.umich.edu,,,417
418,University of Minnesota Press,"Scholastic Corporation is an American multinational publishing, education and media company that publishes and distributes comics, books and educational materials for schools, parents, and children. Products are distributed via retail and online sales and through schools via reading clubs and book fairs.
",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/University_of_Minnesota_Press_logo.svg/50px-University_of_Minnesota_Press_logo.svg.png,United States,Books,1925,Unkown,Minneapolis,www.upress.umn.edu,,,418
419,University of Nebraska Press,"
",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Nebraska-logo.jpg/220px-Nebraska-logo.jpg,United States,Books,1941,University of Nebraska–Lincoln,"Lincoln, Nebraska",www.nebraskapress.unl.edu,,,419
420,University of Pennsylvania Press,"
",https://upload.wikimedia.org/wikipedia/en/b/b7/Penn_press.jpg,United States,"Books, magazine, journals","March 26, 1890",University of Pennsylvania,Philadelphia,Official website,,,420
421,University of Queensland Press,"
",https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/UQP_logo_gif_medium.gif/220px-UQP_logo_gif_medium.gif,Australia,Books,1948,University of Queensland,Brisbane,www.uqp.com.au,,,421
422,University of South Carolina Press,"Shambhala Publications is an independent publishing company based in Boulder, Colorado. According to the company, it specializes in ""books that present creative and conscious ways of transforming the individual, the society, and the planet"".[1] Many of its titles deal with Buddhism and related topics in religion and philosophy.  The company's name was inspired by the Sanskrit word Shambhala, referring to a mystical kingdom hidden beyond the snowpeaks of the Himalayas, according to the Tibetan Buddhist tradition.[2]  Several of its major authors are Chögyam Trungpa, Pema Chödrön, Thomas Cleary, Ken Wilber, Fritjof Capra, A. H. Almaas, John Daido Loori, John Stevens, Edward Espe Brown and Natalie Goldberg.
",-1,United States,Books,1944,University of South Carolina,"Columbia, South Carolina",uscpress.com,,,422
423,University of Toronto Press,"Shire Books are published by Bloomsbury Publishing, a book publishing company based in London, England, and formerly by Shire Publications Ltd. and Osprey Publishing. Shire offers low priced, concise non-fiction paperbacks on a wide range of subjects. Shire books cover antiques and collectables, motoring and rural history, archaeology and Egyptology, architecture, industrial history and many other topics.
",-1,Canada,Scholarly books and journals,1901,University of Toronto,Toronto,Official website,,,423
424,University of Wales Press,"Shuter & Shooter is a publishing house based in South Africa.
",-1,United Kingdom,Journals,1922,University of Wales Trinity Saint David,Cardiff,www.uwp.co.uk,,,424
425,The University Press Limited,"Sidgwick & Jackson is an imprint of book publishing company Pan Macmillan. Formerly it was an independent publisher; as such it was founded in Britain in 1908. Its notable early authors include poet Rupert Brooke and novelist E.M. Forster. In more recent times it helped launch the careers of Lynda La Plante, Shirley Conran and Judith Krantz.
",https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Logo_of_University_Press_Limited.png/220px-Logo_of_University_Press_Limited.png,Bangladesh,journals,1975; 46 years ago (1975),Unkown,Farmgate,www.uplbooks.com,,,425
426,University Press of America,"The New American Library (also known as NAL) is an American publisher based in New York, founded in 1948.  Its initial focus was affordable paperback reprints of classics and scholarly works as well as popular and pulp fiction, but it now publishes trade and hardcover titles. It is currently an imprint of Penguin Random House; it was announced in 2015 that the imprint would publish only nonfiction titles.
",-1,United States,Books,1975,Rowman & Littlefield,Lanham,www.univpress.com,,,426
427,University Press of Kansas,"The New American Library (also known as NAL) is an American publisher based in New York, founded in 1948.  Its initial focus was affordable paperback reprints of classics and scholarly works as well as popular and pulp fiction, but it now publishes trade and hardcover titles. It is currently an imprint of Penguin Random House; it was announced in 2015 that the imprint would publish only nonfiction titles.
",-1,United States,Books,1946,Kansas Board of Regents,"Lawrence, Kansas",kansaspress.ku.edu,,,427
428,University Press of Kentucky,"
",https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/UPK_HorizontalLogo.png/220px-UPK_HorizontalLogo.png,United States,Unknown,1949,University of Kentucky Office of the Provost,"Lexington, Kentucky",www.kentuckypress.com,,,428
429,Usborne Publishing,"Sinclair-Stevenson Ltd is a British publisher founded in 1989 by Christopher Sinclair-Stevenson.
",https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Usborne_Books_logo.svg/220px-Usborne_Books_logo.svg.png,United Kingdom,Unknown,5 December 1973; 47 years ago (1973-12-05),Unkown,London,usborne.com,,,429
430,Valancourt Books,"
",https://upload.wikimedia.org/wikipedia/en/thumb/d/dc/Valancourt_Books_Corporate_Logo_2014.png/220px-Valancourt_Books_Corporate_Logo_2014.png,United States,Novels,2005,Unkown,"Richmond, Virginia",valancourtbooks.com,,,430
431,Verso Books,"Sounds True is a multimedia publishing company founded in 1985 by Tami Simon. The company is based in Louisville, Colorado, near Boulder, Colorado.[2][3] The company publishes over 800 spoken-word audio and music recordings, books, multimedia learning resources, and online educational programs from those prominent in the fields of spirituality, psychology, health, and healing, including NY-Times bestselling authors Eckhart Tolle, Pema Chödrön, Geneen Roth, Jon Kabat-Zinn, Clarissa Pinkola Estés, Andrew Weil, Brené Brown, and Caroline Myss. The company organizes and hosts an annual event, dedicated to personal growth and spiritual transformation, called The Wake Up Festival, in August of each year, in Estes Park, Colorado.[4][5]
",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Verso_Books_logo.svg/220px-Verso_Books_logo.svg.png,Unknown,Books,1970; 51 years ago (1970) (as New Left Books),New Left Review,Meard Street,www.versobooks.com,,,431
432,Victor Gollancz Ltd,"Sourcebooks, Inc., is an independent book publisher located in Naperville, Illinois. The company publishes books, ebooks, and digital products, and is one of the 20 largest publishers in the United States.
",https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/Victor-gollancz-logo.png/100px-Victor-gollancz-logo.png,United Kingdom,Books,1927; 94 years ago (1927),Orion Publishing Group,London,www.gollancz.co.uk,,,432
433,Viking Press,"South End Press was a non-profit book publisher run on a model of participatory economics.[citation needed] It was founded in 1977 by Michael Albert,[1] Lydia Sargent, Juliet Schor,[2] among others, in Boston's South End. It published books written by political activists, notably Arundhati Roy, Noam Chomsky, bell hooks, Winona LaDuke, Manning Marable, Ward Churchill, Cherríe Moraga, Andrea Smith, Howard Zinn, Jeremy Brecher and Scott Tucker. South End Press closed in 2014.
",https://upload.wikimedia.org/wikipedia/en/9/9a/Viking_Press_logo.png,United States,Unknown,1925; 96 years ago (1925),Penguin Random House,New York City,Viking Books,,,433
434,Vintage Books,"
Founded in Upstate New York in 1978 by Maureen Brady and Judith McDaniel, Spinsters Ink is one of the oldest lesbian feminist publishers in the world. It is currently owned by publisher Linda Hill, who purchased the Spinsters Ink in 2005.[1] Hill also owns Bella Books and Beanpole Books. ",https://upload.wikimedia.org/wikipedia/en/a/ae/Vintage_Books_logo.png,"United States, United Kingdom",Unknown,1954; 67 years ago (1954),Random House,New York City,knopfdoubleday.com/imprint/vintage/,"15,27","51,109",434
